DATE,VALUE
1989-01-01,57.773
1989-04-01,58.010
1989-07-01,58.416
1989-10-01,58.972
1990-01-01,59.295
1990-04-01,60.019
1990-07-01,60.505
1990-10-01,60.362
1991-01-01,60.347
1991-04-01,60.956
1991-07-01,61.209
1991-10-01,61.592
1992-01-01,62.608
1992-04-01,63.101
1992-07-01,63.780
1992-10-01,64.489
1993-01-01,64.731
1993-04-01,65.047
1993-07-01,65.791
1993-10-01,66.226
1994-01-01,66.776
1994-04-01,67.250
1994-07-01,67.710
1994-10-01,68.110
1995-01-01,68.595
1995-04-01,69.298
1995-07-01,69.818
1995-10-01,70.211
1996-01-01,70.913
1996-04-01,71.334
1996-07-01,71.719
1996-10-01,72.108
1997-01-01,72.749
1997-04-01,73.298
1997-07-01,74.182
1997-10-01,74.987
1998-01-01,75.875
1998-04-01,76.867
1998-07-01,77.799
1998-10-01,78.271
1999-01-01,78.896
1999-04-01,79.679
1999-07-01,80.562
1999-10-01,81.634
2000-01-01,82.887
2000-04-01,83.888
2000-07-01,84.669
2000-10-01,85.431
2001-01-01,85.877
2001-04-01,86.090
2001-07-01,86.240
2001-10-01,86.588
2002-01-01,87.116
2002-04-01,87.616
2002-07-01,87.962
2002-10-01,88.552
2003-01-01,88.883
2003-04-01,89.378
2003-07-01,90.048
2003-10-01,90.682
2004-01-01,91.509
2004-04-01,92.152
2004-07-01,92.909
2004-10-01,93.832
2005-01-01,94.329
2005-04-01,95.236
2005-07-01,96.088
2005-10-01,96.592
2006-01-01,97.231
2006-04-01,97.936
2006-07-01,98.386
2006-10-01,99.112
2007-01-01,99.628
2007-04-01,99.945
2007-07-01,100.374
2007-10-01,100.527
2008-01-01,100.932
2008-04-01,101.007
2008-07-01,100.895
2008-10-01,100.779
2009-01-01,100.210
2009-04-01,99.864
2009-07-01,99.912
2009-10-01,100.013
2010-01-01,100.332
2010-04-01,100.930
2010-07-01,101.436
2010-10-01,102.062
2011-01-01,102.459
2011-04-01,102.869
2011-07-01,103.431
2011-10-01,103.448
2012-01-01,103.753
2012-04-01,103.872
2012-07-01,103.928
2012-10-01,104.064
2013-01-01,104.255
2013-04-01,104.637
2013-07-01,104.958
2013-10-01,105.914
2014-01-01,106.274
2014-04-01,106.919
2014-07-01,107.751
2014-10-01,108.902
2015-01-01,109.459
2015-04-01,110.180
2015-07-01,110.896
