DATE,VALUE
1990-04-01,64.963
1990-07-01,65.068
1990-10-01,64.415
1991-01-01,64.445
1991-04-01,64.824
1991-07-01,64.933
1991-10-01,64.375
1992-01-01,65.333
1992-04-01,65.608
1992-07-01,65.999
1992-10-01,66.660
1993-01-01,66.727
1993-04-01,67.258
1993-07-01,67.923
1993-10-01,68.396
1994-01-01,69.311
1994-04-01,69.860
1994-07-01,70.462
1994-10-01,71.210
1995-01-01,71.465
1995-04-01,71.817
1995-07-01,72.072
1995-10-01,72.443
1996-01-01,72.912
1996-04-01,73.849
1996-07-01,74.375
1996-10-01,74.977
1997-01-01,75.433
1997-04-01,75.475
1997-07-01,76.689
1997-10-01,77.228
1998-01-01,77.783
1998-04-01,78.725
1998-07-01,79.291
1998-10-01,80.365
1999-01-01,81.844
1999-04-01,82.605
1999-07-01,82.987
1999-10-01,84.677
2000-01-01,83.935
2000-04-01,85.606
2000-07-01,86.170
2000-10-01,86.999
2001-01-01,86.480
2001-04-01,86.883
2001-07-01,87.286
2001-10-01,88.025
2002-01-01,88.351
2002-04-01,88.395
2002-07-01,88.612
2002-10-01,89.767
2003-01-01,90.384
2003-04-01,91.043
2003-07-01,92.729
2003-10-01,93.371
2004-01-01,94.077
2004-04-01,94.368
2004-07-01,95.099
2004-10-01,95.956
2005-01-01,97.191
2005-04-01,97.613
2005-07-01,97.829
2005-10-01,99.498
2006-01-01,100.320
2006-04-01,100.652
2006-07-01,101.156
2006-10-01,102.845
2007-01-01,103.055
2007-04-01,102.851
2007-07-01,102.991
2007-10-01,102.910
2008-01-01,102.346
2008-04-01,103.063
2008-07-01,101.703
2008-10-01,100.158
2009-01-01,100.231
2009-04-01,99.506
2009-07-01,99.879
2009-10-01,100.384
2010-01-01,101.218
2010-04-01,101.699
2010-07-01,102.338
2010-10-01,103.647
2011-01-01,104.135
2011-04-01,104.159
2011-07-01,103.890
2011-10-01,104.010
2012-01-01,104.539
2012-04-01,104.632
2012-07-01,104.872
2012-10-01,104.792
2013-01-01,106.029
2013-04-01,106.220
2013-07-01,106.835
2013-10-01,107.527
2014-01-01,107.639
2014-04-01,108.546
2014-07-01,109.198
2014-10-01,110.048
2015-01-01,110.238
2015-04-01,111.396
2015-07-01,112.349
